subscription_id,user_id,plan,start_date,end_date,mrr
96862f44-dc08-4258-b2a6-da0747d9f697,1009f2d6-e0d8-44b7-8555-4bb86ccb342b,basic,2026-04-04,2026-06-21,19
e1450ec2-83c3-4dcf-b08f-0d9833f9901b,c4fc3093-60e4-4177-84d9-924831c16fc0,pro,2026-03-02,2026-07-02,49
7501b7d9-e56e-4807-9b0f-027994449ced,01c4328e-55ad-4e34-ba93-90fce96fe1af,basic,2025-11-17,,19
82abbadb-54bd-49f8-8484-3b75a45d6a5a,f8934391-392e-4da5-9d90-ea875c9503c8,basic,2026-01-23,,19
23f7d79a-9082-4c20-bfb3-e5df1ea60753,8e1fd421-2802-447a-8eab-cbfbe1e71d68,basic,2026-03-16,,19
181df1be-2827-4815-b4a0-e38db163bc9e,84db5970-63b8-4535-b6f8-d43874160290,pro,2025-08-01,,49
1344254b-17e2-4a6c-9a1e-3ea682ac0510,dea0c2cb-1d49-45de-b12c-ab633cd304d4,basic,2025-08-31,,19
5dc06c95-8c7a-411c-ad5c-5a61be343c9b,ae5e095a-4be8-43a5-bd73-d2a44c14d5fe,basic,2026-04-27,,19
5d87d03f-1be9-4843-8835-e19650b9e7a4,1bdb681a-1390-42ca-9687-2747a3cfbb33,enterprise,2026-06-29,,199
8de928fc-3a8d-4beb-b0e3-c2ce8c5ffa01,51fc9107-1573-4ac9-a9fc-3dca8d161c95,basic,2026-01-12,,19
3a0998a7-71c3-45fa-9f62-2cd798b8b680,e0fd9d23-ee5b-4b98-87ca-64781015b796,enterprise,2025-10-17,,199
ba989346-38cf-4924-a006-6064dcef3e8f,b4072793-9e71-4286-85e1-28dc86af3cb6,pro,2026-05-31,,49
ae1af8a4-5fdc-46e0-bb60-3d7b6b4d8193,0fd2d336-4b2c-4887-a38a-0b9feedaa102,basic,2026-01-06,2026-04-09,19
b9d23eb2-0d1d-47e0-9482-5d8ab1978fa5,52765598-14d0-4dda-8bd6-6ec70ce54c65,basic,2025-08-16,,19
11daa013-53dc-4352-a5d0-2cf1b8a5509c,0b5c027d-845c-4099-978d-f22ba13d71a6,basic,2026-06-26,,19
ed4e6f79-7548-47ff-a70e-dbfd8497c34c,d521e273-906e-4df5-913c-583326432813,pro,2026-02-27,2026-06-23,49
50745f9d-94e8-4d3c-8401-c716adb0394f,eedf857f-3cdf-46ac-a329-5a0ae438e230,basic,2026-01-29,,19
918620d6-fa6d-49b4-a901-b7bbb680f2b4,eedb5b4b-729b-4d86-adc1-9f7665878aad,basic,2026-03-06,,19
ce1d4585-a659-46fb-ae8a-59694c537968,df7da09f-c771-42b4-a13d-b09a16c1eac0,pro,2025-11-22,,49
d429cefd-5fb4-4e4a-8353-268d128c1fb4,d8951d9e-dc95-47e8-adcb-98cebafd60d9,pro,2025-07-23,,49
4cfbb251-850f-4d01-a916-613176239c2b,7a140f2a-8ca5-4f7c-afb0-163dc33ef05a,basic,2026-05-09,,19
d2780b4e-0c50-4d2b-a34a-3aada7ba98e5,c2b1baa4-d975-443d-893d-a19d1bbb8e11,pro,2026-02-24,,49
20298a48-28d9-4d96-a893-3f08c9683621,66d83289-6fed-453b-bd95-d1f4e77d8f0d,pro,2025-09-25,,49
c4195236-6fba-4a70-ad8b-ea4bad631c04,f9e187e3-325e-4be8-853e-00994aee7dad,pro,2026-03-29,,49
728cdceb-823c-4872-8935-575febcdc4d0,ecc76896-8cab-469b-ab32-4cf2f77d33ab,pro,2025-12-24,,49
9e2577d2-8f4c-4459-9d1e-5a3ed8c15815,bf73cc77-4f79-424c-99d4-b03e3f6d8cf7,basic,2025-08-14,,19
f8cbfdcc-9283-4b7b-b127-36593dfcb875,68a44803-e969-42f4-9eac-b5419eb36e9b,enterprise,2025-08-18,,199
5fd79cf7-5175-4486-80d4-28ec3c931baa,de3aa2cb-22a3-4771-8021-344f6aae1704,enterprise,2026-05-19,,199
7347d158-eb5e-4905-bd03-4850f534163d,7229eb44-a5db-4a20-ad60-08ce14744f3d,pro,2026-05-24,2026-08-27,49
969e554b-fd76-486a-97a4-7fec5170814d,2fbb8fa9-b554-4157-b0fc-a44a992a53fe,basic,2025-11-02,,19
b1a4f14e-33ef-406a-9708-f6d800a9bc45,8b87c2f8-8604-485f-8a88-a5be6fa35ed7,pro,2026-02-19,2026-05-24,49
0dda8819-ba41-47f2-8743-a684591dd476,eb97cbc5-64e2-4b35-8954-3dfe1f823c4c,basic,2025-10-23,2026-02-26,19
ae8679b0-72ba-4551-b57a-429fa3338655,ddfb7ff4-6033-4ec2-8812-18b96b69341e,basic,2025-12-18,,19
c177e34f-2261-4a10-8af8-e49a75835082,a7ce93c2-be8e-4564-addf-8b4b78208aa9,enterprise,2026-02-06,,199
0f9d0700-9dd8-4949-a9cf-acaadf2e76c5,50842130-63d2-473e-95c3-baf816402b9f,basic,2026-04-04,,19
86c3480c-e525-48fc-a784-a7b47e118a88,15ae5ac8-e367-4d28-8cc4-69e8ee64a070,basic,2025-11-04,,19
f6b7f317-4eae-4a6e-9443-a89397152751,49420a32-975c-4ca9-80de-a2cd1a7263ae,basic,2026-04-24,,19
77283d0e-7e22-4e95-a189-cf57563a7caf,2cf9b47e-f608-45ee-bf69-7a605c07ce2a,basic,2025-08-08,2026-01-11,19
84c163e7-dddf-4d86-b35d-cb498e1a4314,340033f0-309c-4216-b0de-9eee913b27fa,pro,2026-03-25,,49
efe995df-a669-4143-ac11-d79e9eb4dc9a,a5e7eac1-efe5-4bbc-9f62-651ab926cb3c,basic,2026-04-27,,19
0e312144-8041-43e2-9632-06cad424592b,8981552a-f1e4-4ebd-a976-4d97d231731f,enterprise,2025-10-29,,199
a83b53db-5595-492a-8125-e2e5f63190bf,fe6031ab-34d3-45bf-9b60-2e67096ccd32,enterprise,2025-09-07,,199
9f97c16a-a556-448e-bbbd-87d6029da922,f8f3640a-c0af-42b5-9ab2-95cc7dc9dced,pro,2026-01-06,,49
34df733f-43a3-4afe-8989-4389b6ccd0e1,ca91d488-3bc0-4b5f-8899-24331d9e8bc5,basic,2025-10-28,,19
59402ae5-6c78-4102-8edc-7d7d888c907d,88a3b9c0-a8a9-45f9-b763-2f8d83ac535c,basic,2025-11-04,,19
d1c7fce4-9ff3-4b1e-b608-176d355b10b5,e94d533a-7831-4c01-8001-49c3e8dfaa18,basic,2026-05-22,,19
e088e616-781e-4a91-8ba5-a977a64372da,e85c6cff-93ce-4eae-8afc-651d6befce23,pro,2025-08-10,,49
8ef8dca8-444d-47f2-8c72-94feda45c0a9,93d60190-9373-4470-b40d-3bd1dd27d54d,basic,2026-04-24,,19
0ac06bfe-2976-430e-9bf7-61c21fab245f,5bb72b66-73e2-4cee-9bf7-f403054d2b8d,basic,2025-12-29,,19
e918279d-d49a-4e3d-a144-f749cacb6782,59d5d1ed-d7a5-4fe6-b30d-59274af3b214,enterprise,2025-11-11,,199
5ced9baa-9ef8-41e0-a566-dbbcf03b948c,b0c675a6-ae2c-4c93-8711-d86205a2d93b,basic,2026-03-14,,19
5fd555a6-8b75-4f02-b75f-ca7199fa8164,d9b63e96-4afc-42c8-b496-514235f8ef2f,pro,2026-05-30,,49
425df3b6-33f4-40db-9ac9-13bc79af4ea0,e99cb3ef-6c8c-40fb-b0cf-f8bb31757635,basic,2025-12-22,,19
82bb94c5-3eb3-4462-bf91-92d5ea23e770,c53c730a-d3e7-4711-81ca-c19bb6d91a63,pro,2026-02-26,,49
4f9c6c44-e8d2-4433-9beb-82975e7d7d80,909ace2d-485b-4c62-9a8d-dcc8916598db,pro,2025-11-19,,49
e32b116f-4d26-49a1-aa2b-f299f90e0c5a,68329152-30f4-472d-929e-8fcb91e4c796,pro,2025-09-30,,49
1126e4d8-8344-4e0f-a6c0-0e634f41d4b0,257b221b-1385-4f1b-8b97-517444f03e5f,enterprise,2025-12-25,,199
c230ca2b-f11e-4a7e-a31a-0c52e63659f1,d3e3b70c-eaf5-49ff-a7b7-33648bd74eae,basic,2026-02-22,,19
3e29582f-d804-4921-9f0f-93c0d8cb5823,f6c82ff9-2ef3-4870-a3c6-02b1ba55b3da,pro,2026-02-16,,49
3085318b-d446-4239-b5ab-4c8eb720184a,21033192-1ef4-4168-96d9-7653ade31d89,basic,2026-05-24,2026-07-24,19
3ae54fed-4789-4f5a-9b23-ad7eec009fa9,98461d79-39db-4172-99b5-8765e85a1ff1,enterprise,2025-11-19,,199
30dcf999-b822-4250-aef1-f93e45a5b2b0,28197772-ec7f-4982-b317-68f852e9eae1,basic,2026-05-22,,19
1a9a4e33-407e-4bd7-a28e-abec9782902a,ca77d08d-894c-4445-bd95-8e3df2733746,basic,2025-12-19,,19
4d61c547-45b8-4d2d-8c85-dd35aa6e912d,e42b24b9-8743-4082-87d5-599616cb7678,basic,2025-07-14,,19
7f67a550-f14a-4cbe-96fe-18da72d2774f,4313adab-dfe7-437e-af9c-dc5502d072f3,basic,2025-10-25,,19
0fbfad16-8efd-4d7c-b014-28588bc9b84f,b9b0dab4-1718-4c43-8c22-3638eb4bd303,basic,2026-02-25,,19
1353473d-c1a5-4b3b-ac46-323d40607b2d,094ccb84-8283-49fc-b177-5c94f9e07a12,basic,2026-06-17,,19
2c4c50bc-75b9-487b-b65b-73ab52cb1865,c3cbff34-3367-4436-961d-45d50559b950,enterprise,2025-10-25,,199
66c69845-dea4-40d5-94c4-e14366b0e5c4,aa651c41-35f0-45d4-a6db-9ddaad94bada,basic,2025-08-17,,19
de77f7dc-a5cc-436b-a071-bcc340959105,91281b45-dda3-4a62-9887-dc7121b2b82f,pro,2026-02-18,,49
d2dde114-1a97-417b-9020-a7f05c5b6414,6ada8e2a-b0e4-4be2-b048-497227796335,basic,2025-07-14,,19
6d9e2c22-1b4e-431b-95d6-c93ccb776725,2db28122-2db5-4c9d-8b85-a4b64e996912,basic,2026-03-04,,19
f2dfcfa1-627d-4932-8434-695cdf4e1196,487b132d-05b4-4dd0-b844-a571444379e6,basic,2025-10-05,,19
c43f44dc-c1b4-451e-a07c-efabcfb7878f,5ad39ef2-54ef-41aa-b604-2c11d1101e30,basic,2025-11-08,,19
0ce922a3-4df5-4221-882e-a1399aa1ae50,fdac733d-59c9-47de-abb8-0a459e975c70,enterprise,2025-09-27,,199
89642ecb-b765-400b-9115-bc135e1452d1,b38c9088-c2f0-440c-b003-7890eb386d2f,basic,2025-09-26,,19
248441f1-4662-45e1-b9dc-aedaa0b317e9,5c559e24-a8c3-4932-93da-b193fc062384,pro,2025-10-28,,49
08d1f241-c731-4993-b7d1-7b5a3884a4c9,fd07e925-c396-4641-aaeb-712a63e00589,enterprise,2026-05-10,2026-06-11,199
97acd2ce-7e13-40a9-a7af-7fde3e8923dc,5a3a910c-6817-4749-b44e-e101aa0d8c17,basic,2025-09-28,,19
12167e72-465b-4eb5-b37b-eefefa5d08ec,b3615e5f-6a17-4a03-8f06-d24ee5e58b8d,basic,2026-01-02,,19
54dde7ca-ac78-4a94-839f-01b714c4a82e,68749f04-fd46-47c9-8bbd-6a607214c476,basic,2026-05-16,,19
a162fe34-6efa-4b06-9c39-fe589bc065a2,de5ecc45-f116-4b76-a7eb-bef0e853ce33,basic,2025-11-28,,19
763abd71-275d-4d3b-b359-2bcfd1a4b9a2,ad9aa02f-5198-4f22-aa68-d3bd154921bd,basic,2025-12-05,,19
f7883a19-a08c-4412-be0e-0d2322f2b358,83ef353a-9584-4ee9-97f1-9d55fb360433,enterprise,2026-04-13,,199
2b25a979-53da-46d6-9d0f-142dae6344bf,001d476f-e66a-45ef-92a7-80feb9465cf9,basic,2026-04-16,,19
7c852881-2e56-4608-8969-5b0c21b8bda2,74bc2571-e143-4bfe-9d94-8733fce833db,basic,2025-12-27,,19
4352495d-f368-495e-8a93-042e41b8773d,d6fca9d9-fb47-42fe-afbf-7e6c66b34285,basic,2025-10-21,,19
e1b67129-b8b4-4358-b379-ad868b4d9406,7ee44a22-6338-4182-bb16-c120bb46188d,basic,2025-08-01,,19
0196b419-a464-4ab7-8b6a-bb13d00e2e10,d3710e5c-c6de-4401-91d5-a27af0ba48e0,basic,2025-08-16,2026-02-08,19
3008fecf-534d-4673-a23c-283a69879955,77a9e454-06c0-406a-b498-83ffa14b3fd2,pro,2025-08-08,,49
72f61947-9c22-4d5a-894f-f78732e50205,fbd27526-b1f3-4890-b037-1180d3f9bf46,basic,2025-08-02,,19
7d216b53-4a0c-482a-9eba-a9fd336bf1db,cc9afaa7-ba13-414f-b4be-b4e323af349a,basic,2025-06-27,,19
1df0f22a-814f-4cf8-b6d8-470d8452a213,be7a26ba-ddc6-4d36-84b0-71eb01699a26,basic,2025-07-21,,19
8ed708cf-ac36-469a-96b1-9f8f5f287d38,08a3c859-a74d-4182-a150-4c1d6ce6f892,basic,2025-07-29,2025-09-02,19
349a9b71-da84-4731-8695-f94d9ee37c0e,e7a49a8c-7c14-4a5e-af6c-4288934f4842,basic,2025-07-23,,19
b7984d33-f1af-431e-9de2-5d6c6267fc75,06b37936-76e3-4b56-9609-da81a18186e8,basic,2026-02-13,,19
1a9909a3-27bc-41b5-982d-5b7fc1855842,38279d10-beae-43de-9433-694d88ca6222,pro,2025-08-06,,49
9f6ef239-4a5b-4225-b6ed-c697f36d3956,f33fc742-50be-428e-adcc-d793464a2cfc,basic,2026-02-03,,19
b47f0058-e160-4f2e-8916-e6e1ebb5cf63,192854eb-5a89-456c-83e1-e3f6ec36f187,basic,2025-12-09,,19
dcf44a10-400f-4127-9fac-b6322f60ec7e,b380b661-e259-4edb-8746-98e1894e3ec3,basic,2025-09-28,,19
60ed6bbf-2f65-42cd-a5cf-914d98b290c5,a6b62294-74d8-4a8c-b0f2-6372c26a30f5,basic,2025-10-08,,19
49be2622-6b34-4705-bc13-67fdd3d31ad3,d1c46054-e8d4-4a80-9da9-09106a9c3350,basic,2026-03-15,,19
15a71500-2435-4e24-9a1a-a4ec96244662,72162e55-31ff-43ad-a625-e6fa4a3b4e33,basic,2025-11-01,,19
07689c37-817a-4814-875c-dca00355daa7,6669a630-45a9-42e8-8b7a-c474271eaa04,pro,2026-03-17,,49
a810cbe6-20ca-4f45-a2a5-0f36cc7f33d5,5366c989-7763-48ed-8fb7-aa6b9b2420de,basic,2025-11-13,,19
6fa925e0-f162-485f-aa90-dfd7dc7ec0f2,f0d698dc-d94c-4e1d-ae3d-ab4344f04169,basic,2026-04-01,,19
1a0fc00c-6daf-4871-aecd-a997bc7fd091,d05ff698-f994-45a6-a364-3ba150a78b40,basic,2025-12-24,,19
b1798d10-d96b-4129-8588-34ba95e0be77,898342b6-a905-46e6-b20b-08432237295f,pro,2025-08-05,2025-11-12,49
3928dd72-e66d-4a32-abf0-b456fca9c75f,d56fa566-2cca-478e-844c-a21b2fddc9c1,basic,2026-06-22,,19
16afaf7c-db50-4700-9434-939f9a865310,56c3c566-0b83-4966-8044-125bf3ec66fc,basic,2026-04-17,,19
dd6d0dd0-02ba-4931-ae6b-ad094ac15ab5,4cb9b6da-04d8-4a08-9ff6-1a4d40582443,basic,2025-07-13,,19
3df8890e-cb0b-48cf-890a-45ff8be653e6,45b0d00d-c287-41d9-be48-f81734c4442a,pro,2025-07-06,,49
5489b733-16ff-4f6a-b83f-6500a5fb5f5d,25d2ce48-a4c5-4700-838e-321f5cd7d01a,pro,2025-11-16,,49
633a6af9-abff-4325-8ab0-2b34fa281532,94ad21bb-7ead-47ad-86f1-e3ce7a973a91,basic,2025-11-05,,19
55a220e2-65ab-410c-9fa5-e8f3d4087172,8bf65abf-2f62-49f3-a43e-6845c87f02e5,basic,2026-06-05,,19
23f69a98-d03b-4b9d-856d-d8f27cc847fb,91b5fb32-e418-43df-8dcd-2dd2b55835bc,enterprise,2026-05-18,,199
d9d46378-959e-4ad6-bb67-963650f9b40f,a80bfbb3-eb8d-4ec0-b810-f3a93758c86d,basic,2026-04-24,,19
6db74fa8-ac2f-46e0-afec-eeb59336ae95,e7de4c70-b284-44da-8f30-a9c6914f561f,basic,2026-01-12,,19
dbb3e4cb-8bb9-4025-b31b-72fb113ce093,955f4fb2-7622-47fb-9419-d203de572ebc,basic,2026-05-20,,19
b308ce22-ae4a-451c-bdfa-c55e65a3ce01,9686c70d-664d-4915-bb76-f03deb015fd6,basic,2025-11-15,,19
b3ae3874-4bb4-45ae-a5ab-eae2ee44b062,b6863657-f097-4d99-8e19-d8874148c090,pro,2025-08-20,2025-10-16,49
a0caf128-8262-43b3-9113-759f823ed4e9,56336ece-d3bc-4e7b-b8af-b448267d54a5,basic,2025-10-04,,19
61ab7903-5406-4276-802b-159d89f07e06,11e44464-e245-4bc3-a0e2-b40dea3df646,enterprise,2026-05-24,,199
7fca23d7-2d41-4db1-bb37-28878b610c63,ca88457c-9fa7-4c15-98ef-89cfe44efb46,enterprise,2026-05-14,,199
576f5126-f4b0-4890-8e00-fdb65fb238a3,fafa7bd3-1a17-4368-9867-e4426e4a7c71,enterprise,2025-12-07,,199
d4c75a88-f18c-4f2b-9e4c-5288ccea8dad,2c1fb2c0-c83d-4933-ae33-5e6c4e1a101a,basic,2026-05-20,,19
26e4bfcc-8c0d-43db-b71d-ae6fdc3bce2a,622f80f9-2a24-4a8b-bb4f-d40280682457,basic,2026-04-05,,19
aeadf28f-f677-4b1b-92a5-d95ce8be1743,9ff6575d-d23b-4043-9eea-9ec685254f5a,pro,2025-10-18,,49
e75d3c46-0484-43ef-96c5-90504bd71184,0aab6958-8022-45db-a596-d3d288923656,pro,2025-08-17,,49
e7a0cd31-b491-4dda-b190-bc2ceab82aab,26464f9b-36b6-496c-8333-4af82cc41627,basic,2025-08-28,,19
a38621f9-b857-4047-9f77-df95ec960c0f,30008525-89ec-4018-8675-5d9ff030507f,basic,2025-09-30,,19
6520523a-a021-48ea-855d-63ef42d6262c,69885b1f-f164-48eb-b584-2da8314e61be,basic,2025-06-20,,19
d95e3e2e-fe75-42d8-a5f8-06bd8711608e,128ba462-9211-47bb-a8e8-cf02c9b61b86,basic,2026-05-28,,19
ad90d8e1-22f3-4598-9dd9-330195f31e49,7376f896-d621-4482-a2bb-6fe352b945ac,pro,2026-04-13,,49
79ad333c-5ea9-45b5-8af5-a5b539c24433,d5ceec82-3b34-4833-95d0-5e4835435789,basic,2025-12-02,,19
45a1d08c-c308-4c51-9832-5205a928b737,b3d7b6fb-86f0-485f-be40-5028ad8b04ee,basic,2025-11-21,,19
6cb7563b-723d-4aaa-a377-160a9056288e,00317d99-5a96-4af5-bf11-7d7cadc9147f,pro,2026-05-14,,49
7865c9cc-c249-4dcd-8e91-c35b53ffc12a,05273683-6991-4f76-ad1e-80fc9105014c,basic,2026-03-12,,19
2267d1d5-1446-4a69-b552-63cbdbe2fe7d,43a6a1f7-87bb-4bcd-ab51-8d1f767a9b04,enterprise,2025-09-25,,199
94c3fffc-9f0e-445d-a0f0-d2cdbcb8f58b,54f9bb3c-c5dd-4275-bd2e-ef5996dd3553,pro,2025-09-06,2026-01-11,49
6bf84eb2-f640-4316-8d76-1bda8a448a7c,69a68812-5dbd-433b-af0e-c26ab736ca8b,pro,2026-05-14,,49
8f5be5c9-0749-4366-aa61-2b7e153a00da,b3641320-bb21-402d-b889-6738794162a5,pro,2026-02-19,2026-05-29,49
36f2a26c-bc77-4e54-b651-3d1526c04122,0269ef35-08f1-4955-a823-25045bb753ae,basic,2025-10-09,,19
50450709-6704-4c46-b58a-48a36faae8c1,3e48fc2b-a442-4ab0-87bc-4525c50fba1c,basic,2025-11-20,,19
6dddd592-ab64-4dd0-a539-b7ff8b7e281c,b083acbb-f721-4859-8942-1d5af553c638,pro,2025-11-01,,49
3c97a3f6-f042-4c42-992a-8c3ab9646996,8de0f967-60ab-4073-b8cd-b7bf8744fa37,enterprise,2025-06-29,,199
c7df43a1-88d2-404d-ae3b-19bdb60eb692,830a9642-362a-4d4a-bf5b-a2edad57afae,enterprise,2025-10-08,,199
8f8924d7-205b-4047-ab49-fbe146084177,755133fc-30f7-4357-a81e-8a63ef0af7bc,basic,2025-10-18,,19
3e51cdbc-540d-41fd-af00-9bfdf8144d40,fec5ee90-70f9-472d-b904-ebe579324937,basic,2025-09-18,,19
5ff9e6af-acfe-42e6-a4af-f7238c674e8c,2b4ae404-477d-4269-8ad7-145552ec0978,pro,2026-03-01,,49
2678687d-587c-4e12-a5f2-c73a1dba51ed,58ab185e-390e-470f-99ea-7a6116561f49,enterprise,2026-06-16,,199
65d158d2-1506-4df3-9eaa-8303759f7baa,a6842a43-0a6c-4f84-a6d9-d70793fd3762,basic,2026-03-07,,19
c7c4fa01-fd9b-4b50-8e1c-c10495c48f67,4e9f7625-bfa1-440d-9a2c-f95df6d57c4b,basic,2025-10-04,2026-02-10,19
2ba8e0b8-12db-4ade-bcde-d5736f337c66,7e8f45db-d728-4f48-8b20-8575e9bf422d,basic,2025-12-31,,19
98277d24-d268-4349-bb5e-9463b282e988,697f447c-1da6-4df7-bd07-ae88ac776eb5,basic,2026-02-14,,19
ee0ecdbe-024f-47ff-9456-f96c1cf9594d,84e3167c-c5cb-4b96-84eb-457762ba8ce5,basic,2025-08-22,2025-12-25,19
474ae2d3-b271-4cf4-ae5f-b59d7cea1058,6d8d8f5e-54b8-4ae5-8fd6-b8f939f92aee,enterprise,2025-07-27,,199
9918fa5d-c554-4985-9d48-d3caa9073a47,6fede1f9-99fb-4ae0-aa8b-a482f284fa15,pro,2025-09-07,,49
92e8f2b2-f678-4246-973a-66f488894575,62b7e9f9-75a9-4871-a726-3812be41ed1d,basic,2026-03-04,,19
19005e75-ebd4-482a-9846-d3d09c16593a,6a540110-d4c7-4117-812e-4e31894770e6,basic,2026-02-04,,19
6c5f7cf3-935b-4e00-9888-e4505880c51f,bfd61f89-b467-4cad-9d40-c4ce0aba9738,basic,2026-06-20,,19
96f8f5f1-1ee8-4f83-ad25-3e70e630b3b9,5281fa1b-f578-42dd-9525-31fd78fbf21e,basic,2026-03-06,,19
4c77f243-0ec6-451a-928e-1b7764a15632,620d8f68-a792-47d2-a615-f97072713aed,basic,2026-02-12,,19
9fe6d1e8-095b-4ec8-b3e6-53606e324bb8,cfa7517c-dba3-4805-884a-6bfd1ef2b91b,basic,2026-05-17,,19
7be07ea8-1acf-4429-aa30-a2dca346d404,a28cb48c-7533-41b6-9646-45935bcd9271,pro,2026-03-31,,49
44893381-1610-4a0d-bfb2-489e6542e393,8030825f-9c4c-4de0-86f1-34284afca587,basic,2025-12-11,,19
9f6db9b4-ec4f-476c-8cf4-a60e76a9bf56,8e070647-9b49-41ae-82a3-cc85712bcf1b,basic,2026-02-26,2026-06-26,19
5311b572-566a-455b-8f38-0072e19e6c95,1cb38657-bf90-4114-8eef-31a97c0f09d4,enterprise,2025-11-20,,199
