user_id,signup_date,signup_source,plan_type,country,industry
4b2d85d7-f9fa-4540-b287-d80499065d2d,2026-01-23,organic,enterprise,UK,Healthcare
a9313b24-b464-46cd-b8af-036e5855b4b1,2026-05-04,organic,basic,CA,Tech
2bd84f41-ed34-4eb8-9eef-083d9f6d0889,2025-07-23,organic,basic,UK,Finance
3f992143-0e35-423b-8819-5ade3b4350d0,2026-03-07,paid_google,basic,US,Retail
9eba5c58-e1cd-4c0c-ac43-bdfe4a2fb1f0,2026-01-03,paid_google,free,CA,Retail
e314db57-244e-451c-a86b-02d8f9127b26,2026-02-07,referral,free,US,Healthcare
96613191-86a7-44a0-9e8b-7cb022a9793a,2025-12-05,paid_facebook,free,US,Finance
d9f336cc-b39c-41b7-b4ef-6a6ee2020fb5,2025-07-11,paid_facebook,basic,IN,Tech
fb79cd65-2ab4-46b0-8b69-1a70c1f090fe,2025-11-04,organic,basic,DE,Education
53386435-f49a-4f98-b1f8-a774dd116ff2,2025-06-15,organic,pro,US,Education
9160090e-7542-4093-9a20-997f839ebcd5,2026-03-28,paid_google,free,IN,Tech
9646aa14-4993-4eae-a0a3-e14604268ec5,2025-08-04,organic,free,US,Retail
550e27e6-f341-4a5f-bae6-37055674743d,2026-05-11,organic,free,US,Education
63ce5e1e-8f91-4f04-8f88-0205e9052685,2026-04-23,organic,basic,CA,Tech
0a4d7d93-1140-4937-82cb-c655aa312757,2025-06-09,organic,free,FR,Healthcare
08dd5ba8-d63d-40d0-bea6-091688918d57,2026-05-10,organic,free,US,Retail
5d1a40a2-ae97-4285-bb60-8f8280bd0c8a,2025-10-07,referral,basic,IN,Tech
90e74277-0ed9-4f44-bb37-7f052d8dbf1a,2025-10-14,organic,free,US,Healthcare
9d9850f8-b0f4-47f7-bc67-7c7636f11bde,2025-08-02,organic,free,AU,Finance
43379019-3116-4609-8cbb-6312b868f3af,2025-10-17,organic,free,IN,Education
8c044f2c-dffe-40b6-b9a4-44e43e8552f6,2025-08-20,paid_facebook,basic,IN,Education
cb2c9197-ec70-4dfa-8db6-a28194ec6b1e,2025-11-10,paid_facebook,free,FR,Education
1009f2d6-e0d8-44b7-8555-4bb86ccb342b,2026-03-16,organic,basic,US,Tech
cbbd42e8-8954-45ee-8d8f-411a283c875e,2026-02-16,paid_facebook,free,US,Finance
c4fc3093-60e4-4177-84d9-924831c16fc0,2026-01-17,organic,pro,CA,Tech
20d87c25-ca0b-4f54-b7e8-864222aa01c0,2025-07-11,paid_facebook,free,UK,Tech
965464a8-e318-4e1c-923c-333cea218e68,2025-06-28,paid_facebook,free,IN,Finance
01c4328e-55ad-4e34-ba93-90fce96fe1af,2025-10-13,paid_facebook,basic,US,Healthcare
f8934391-392e-4da5-9d90-ea875c9503c8,2025-12-18,paid_facebook,basic,IN,Retail
2545ade0-efe9-4232-baa3-f00b11d5940e,2026-04-24,organic,free,IN,Education
8e1fd421-2802-447a-8eab-cbfbe1e71d68,2026-02-23,paid_google,basic,US,Finance
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,2025-07-03,organic,free,UK,Healthcare
84db5970-63b8-4535-b6f8-d43874160290,2025-07-18,direct,pro,US,Finance
dea0c2cb-1d49-45de-b12c-ab633cd304d4,2025-08-01,organic,basic,AU,Retail
fc773dc9-6145-4511-a2b3-ca256680436b,2026-01-02,paid_google,free,US,Finance
ae5e095a-4be8-43a5-bd73-d2a44c14d5fe,2026-03-20,organic,basic,US,Finance
80a96d2e-428b-4b3a-8a57-dbad773caa47,2025-09-07,organic,free,US,Healthcare
100f124c-8e6b-4773-9578-0632dfe81e28,2025-11-19,paid_google,free,US,Education
1bdb681a-1390-42ca-9687-2747a3cfbb33,2026-05-26,paid_google,enterprise,CA,Education
51fc9107-1573-4ac9-a9fc-3dca8d161c95,2025-12-31,organic,basic,DE,Healthcare
5c97d387-9934-4068-86a3-437dfd92ad9b,2025-07-05,organic,free,UK,Healthcare
a69474d7-6399-493b-bbcc-a25a4a5189dd,2026-01-13,paid_facebook,free,US,Tech
faf24a8b-09dc-4bb9-9c58-468340f2301a,2025-09-09,organic,free,US,Tech
e0fd9d23-ee5b-4b98-87ca-64781015b796,2025-10-09,paid_google,enterprise,US,Retail
c9c900e1-fb1b-4044-959f-d6cfb355bc2b,2026-02-12,paid_google,free,UK,Tech
d603cf0d-a9b1-4c39-9724-0087f03e8c86,2025-06-05,paid_google,free,US,Tech
043d4407-6ab3-4c61-931a-a7a5051b1af1,2026-01-04,organic,free,CA,Finance
5c099a9f-6414-42bb-9868-ddf0db74cc99,2026-02-10,paid_facebook,free,US,Finance
84297494-c7ac-4f26-815b-0ca4697e4bff,2026-05-25,organic,free,CA,Healthcare
13ff484a-5b96-4978-a4fc-aea59cc2e597,2026-03-10,organic,free,UK,Education
f8de68ce-3d26-4ff8-a672-959ef1c16b40,2025-12-24,paid_google,free,US,Retail
9ff4f903-94e2-4373-b9d3-fdf36699fb2b,2025-06-15,organic,free,FR,Tech
b4072793-9e71-4286-85e1-28dc86af3cb6,2026-05-12,organic,pro,US,Finance
74b6d6e2-efbd-4873-87dc-2200640c826b,2025-07-12,paid_facebook,free,UK,Education
0fd2d336-4b2c-4887-a38a-0b9feedaa102,2025-11-26,direct,basic,FR,Tech
52765598-14d0-4dda-8bd6-6ec70ce54c65,2025-08-02,paid_google,basic,US,Education
0b5c027d-845c-4099-978d-f22ba13d71a6,2026-05-18,organic,basic,US,Finance
d521e273-906e-4df5-913c-583326432813,2026-01-17,organic,pro,UK,Healthcare
02564eb5-bea5-45fe-8cb9-b9417414ba2a,2026-01-27,paid_google,free,US,Tech
c3ea8c45-1f58-42ca-a51c-e861cf4c3226,2025-07-22,paid_google,free,UK,Tech
9cfd4bb6-17c2-4834-9053-f197482adce5,2025-09-04,organic,free,AU,Retail
b41ded38-5cc6-42e0-96f1-938ad1bed70c,2026-01-08,paid_facebook,free,UK,Tech
eedf857f-3cdf-46ac-a329-5a0ae438e230,2026-01-17,organic,basic,CA,Finance
eedb5b4b-729b-4d86-adc1-9f7665878aad,2026-01-23,organic,basic,CA,Education
df7da09f-c771-42b4-a13d-b09a16c1eac0,2025-10-21,organic,pro,AU,Education
53b65d94-10d0-4b3d-acf5-b924f2f07605,2025-11-18,paid_facebook,free,CA,Healthcare
d8951d9e-dc95-47e8-adcb-98cebafd60d9,2025-06-29,organic,pro,FR,Healthcare
ae94dd4e-a139-486b-81eb-75c1a22d9118,2025-07-06,organic,free,UK,Finance
262b1216-1980-4505-9471-a76d9859a522,2025-06-13,organic,free,US,Education
af0d0130-6e4b-4a11-8aa8-9d30be03157a,2025-11-07,referral,free,US,Healthcare
7a140f2a-8ca5-4f7c-afb0-163dc33ef05a,2026-04-23,paid_google,basic,AU,Healthcare
b45d65a3-9c3b-4726-8a78-04534605006e,2025-12-04,organic,free,US,Retail
c2b1baa4-d975-443d-893d-a19d1bbb8e11,2026-01-29,paid_facebook,pro,IN,Retail
66d83289-6fed-453b-bd95-d1f4e77d8f0d,2025-08-25,organic,pro,UK,Finance
f9e187e3-325e-4be8-853e-00994aee7dad,2026-03-11,paid_google,pro,FR,Finance
987cbae7-cd30-4f5d-b24a-0f82e0f23b10,2025-08-05,paid_google,free,IN,Finance
ecc76896-8cab-469b-ab32-4cf2f77d33ab,2025-11-17,paid_google,pro,CA,Finance
bf73cc77-4f79-424c-99d4-b03e3f6d8cf7,2025-07-15,organic,basic,DE,Education
ae9ecfae-e08d-413a-a384-59038d5c901f,2025-08-01,referral,free,FR,Tech
188ca6d0-7bd8-4a20-b8eb-b6614e084a43,2025-10-12,paid_google,free,US,Finance
aa60818c-4d27-4417-8dcb-76495afee2b0,2026-03-11,direct,free,FR,Retail
f32dd457-9b3d-4922-8bdc-a9c1bbc472cb,2025-06-28,paid_facebook,free,US,Tech
3eded0b2-ccfa-4b8c-b217-12ee9439fcbf,2025-09-16,direct,free,IN,Tech
68a44803-e969-42f4-9eac-b5419eb36e9b,2025-07-14,paid_google,enterprise,US,Education
bf8905bd-afae-4b01-b149-bfcb0c172726,2026-05-06,organic,free,UK,Healthcare
d2325720-9e12-46af-9d6b-ee433c230df9,2026-03-13,paid_facebook,free,AU,Tech
de3aa2cb-22a3-4771-8021-344f6aae1704,2026-04-27,paid_facebook,enterprise,CA,Education
3cf7649a-90e8-4cd9-89c1-d086e56d5d85,2025-10-06,referral,free,UK,Education
7229eb44-a5db-4a20-ad60-08ce14744f3d,2026-05-14,organic,pro,US,Education
60408348-ccdd-4e0a-aff6-60a6cefd6162,2026-01-17,paid_google,free,FR,Finance
5e35f1a9-d2b9-4248-8e6f-a697acf5798f,2025-12-07,referral,free,US,Healthcare
61e9b1a8-069a-46a6-8ee3-1cebd2396121,2026-01-11,referral,free,US,Finance
6e463436-a17a-4adc-a194-e9127111f3e0,2026-03-10,organic,free,UK,Retail
91e33aea-27b8-446a-9d51-19a2ac192fb0,2025-09-29,paid_facebook,free,US,Healthcare
2fbb8fa9-b554-4157-b0fc-a44a992a53fe,2025-09-24,paid_google,basic,UK,Finance
4ae56bcf-9679-45de-a4fe-2ec68e1cb3b2,2026-01-19,organic,free,US,Healthcare
8b87c2f8-8604-485f-8a88-a5be6fa35ed7,2026-02-14,direct,pro,US,Retail
63db194a-2cec-49a3-a86e-3acae403ea99,2026-05-25,paid_google,free,FR,Finance
626025f3-2267-4353-a55a-d67d6e29c2fa,2025-12-15,paid_facebook,free,FR,Healthcare
eb97cbc5-64e2-4b35-8954-3dfe1f823c4c,2025-10-15,referral,basic,DE,Retail
c0a6c1c5-9522-4394-b787-539644c070a2,2026-04-14,organic,free,IN,Education
ddfb7ff4-6033-4ec2-8812-18b96b69341e,2025-11-12,referral,basic,US,Healthcare
a7ce93c2-be8e-4564-addf-8b4b78208aa9,2026-01-11,paid_facebook,enterprise,UK,Retail
50842130-63d2-473e-95c3-baf816402b9f,2026-04-03,referral,basic,IN,Education
6daa20cf-1b08-4be8-845a-e3441773d1c7,2026-01-20,paid_google,free,US,Retail
3135fcd4-b719-4a87-86d6-28b566a1a2ae,2025-11-19,organic,free,US,Tech
15ae5ac8-e367-4d28-8cc4-69e8ee64a070,2025-10-30,paid_facebook,basic,US,Retail
49420a32-975c-4ca9-80de-a2cd1a7263ae,2026-04-11,organic,basic,US,Finance
c0fae228-47a1-4aa7-bdde-a41792a7d54d,2025-11-07,paid_google,free,US,Finance
78768045-cdd1-4ceb-ac8a-f87506cbf334,2025-09-04,paid_google,free,US,Finance
f1092f03-928f-4adb-93d8-2b6cd62eb549,2026-01-19,paid_google,free,FR,Finance
a4e99324-50a4-4aa6-bef0-0700b17cdb53,2025-11-27,paid_facebook,free,US,Tech
9df74412-4315-483b-b626-4b3aa2947a01,2025-09-21,paid_facebook,free,UK,Tech
594f5b60-6adc-492f-92db-98e2bc84ae86,2026-04-14,paid_facebook,free,UK,Tech
2cf9b47e-f608-45ee-bf69-7a605c07ce2a,2025-07-22,paid_facebook,basic,DE,Education
340033f0-309c-4216-b0de-9eee913b27fa,2026-02-23,referral,pro,CA,Healthcare
a5e7eac1-efe5-4bbc-9f62-651ab926cb3c,2026-03-22,organic,basic,US,Finance
b006f7de-f992-49c5-9c70-e5f7db900d27,2025-09-21,referral,free,US,Healthcare
62b7beec-f4d5-4041-8d95-51456fd2c552,2025-09-09,organic,free,UK,Finance
8981552a-f1e4-4ebd-a976-4d97d231731f,2025-09-21,paid_google,enterprise,US,Finance
fe6031ab-34d3-45bf-9b60-2e67096ccd32,2025-08-20,paid_google,enterprise,US,Finance
f8f3640a-c0af-42b5-9ab2-95cc7dc9dced,2025-12-04,paid_google,pro,US,Tech
ca91d488-3bc0-4b5f-8899-24331d9e8bc5,2025-09-21,organic,basic,US,Education
7d79722e-ec1a-41be-a7de-274416c5bb32,2025-06-02,organic,free,US,Finance
88a3b9c0-a8a9-45f9-b763-2f8d83ac535c,2025-10-08,organic,basic,US,Finance
4eeb86db-5a0a-4047-ba12-cbae9b1d5239,2026-01-06,paid_google,free,US,Finance
2c97bcb0-e579-4016-bd95-c12f166577c8,2025-07-24,organic,free,AU,Retail
e94d533a-7831-4c01-8001-49c3e8dfaa18,2026-05-09,organic,basic,FR,Finance
28fee9d6-df82-48ab-aa88-c286b598aead,2026-01-10,organic,free,US,Tech
46814943-ae57-4eed-935d-cc13b5fcc840,2026-01-11,organic,free,US,Tech
574e138e-0fc2-4050-82b9-f483dc40b1b3,2025-10-04,referral,free,FR,Healthcare
1f9f5840-c66b-4615-98c0-fa43e9d7b056,2025-10-08,paid_facebook,free,IN,Tech
e85c6cff-93ce-4eae-8afc-651d6befce23,2025-07-23,direct,pro,DE,Healthcare
06e9664a-07d6-4a51-b216-b7c6f8e864a9,2025-11-19,paid_google,free,US,Education
30c5f815-ab46-4340-bbd1-948f145b5e60,2026-01-04,referral,free,UK,Retail
4ed9d8c8-dfe7-483b-ae3b-4696d774ec3c,2025-11-07,paid_google,free,FR,Tech
c70ec384-a2e1-4329-8db0-86d70fac85ae,2025-12-15,paid_google,free,UK,Finance
d44e4b5b-b680-4f63-adfc-0cf6a665d0c3,2026-02-02,paid_google,free,CA,Education
93d60190-9373-4470-b40d-3bd1dd27d54d,2026-04-20,organic,basic,IN,Finance
5767bcd5-992d-41e4-a6a5-c506b522dffe,2025-12-20,paid_facebook,free,AU,Healthcare
5bb72b66-73e2-4cee-9bf7-f403054d2b8d,2025-12-01,referral,basic,FR,Healthcare
59d5d1ed-d7a5-4fe6-b30d-59274af3b214,2025-10-01,paid_facebook,enterprise,US,Retail
b0c675a6-ae2c-4c93-8711-d86205a2d93b,2026-02-10,paid_google,basic,US,Education
bc122ab1-d770-448b-a04c-8e7200762065,2026-03-21,direct,free,US,Healthcare
f6f609a9-000a-43e9-9120-ae1b9dfbb40e,2026-03-07,direct,free,DE,Finance
d9b63e96-4afc-42c8-b496-514235f8ef2f,2026-04-21,paid_google,pro,US,Tech
b3f46fde-6908-4a6c-a57a-8215ddd6c7e1,2025-09-06,referral,free,US,Tech
e99cb3ef-6c8c-40fb-b0cf-f8bb31757635,2025-12-15,organic,basic,DE,Education
c53c730a-d3e7-4711-81ca-c19bb6d91a63,2026-01-26,organic,pro,UK,Education
909ace2d-485b-4c62-9a8d-dcc8916598db,2025-10-22,organic,pro,AU,Healthcare
68329152-30f4-472d-929e-8fcb91e4c796,2025-09-05,paid_facebook,pro,UK,Tech
e759559e-f5ab-4e66-ae7d-5ce35e154860,2025-12-18,organic,free,US,Retail
af8d0327-93b7-487f-9999-f80d62a28cd9,2025-10-02,organic,free,US,Retail
257b221b-1385-4f1b-8b97-517444f03e5f,2025-12-04,organic,enterprise,US,Retail
fe238244-36bd-4cb3-b7aa-3dd8c962bd36,2026-04-22,organic,free,US,Retail
e1d2b256-6437-4936-bfed-6905c74b7978,2026-05-15,paid_google,free,CA,Healthcare
d3e3b70c-eaf5-49ff-a7b7-33648bd74eae,2026-02-14,organic,basic,US,Finance
73e8caa7-7b47-43d0-8c9a-e983334b0289,2025-10-26,paid_google,free,US,Retail
f6c82ff9-2ef3-4870-a3c6-02b1ba55b3da,2026-02-07,organic,pro,UK,Healthcare
21033192-1ef4-4168-96d9-7653ade31d89,2026-05-12,organic,basic,AU,Retail
92960207-59a1-4e23-8d22-ecda0348b70e,2025-10-25,referral,free,FR,Retail
98461d79-39db-4172-99b5-8765e85a1ff1,2025-10-26,direct,enterprise,UK,Finance
28197772-ec7f-4982-b317-68f852e9eae1,2026-05-18,paid_google,basic,US,Retail
ca77d08d-894c-4445-bd95-8e3df2733746,2025-12-16,organic,basic,AU,Healthcare
82e6944a-d87a-49cc-9036-e361f7189972,2026-04-04,direct,free,CA,Healthcare
f14fd816-12e9-4bfb-b1be-3ca13e3c8866,2025-10-06,paid_google,free,FR,Tech
e42b24b9-8743-4082-87d5-599616cb7678,2025-07-09,paid_facebook,basic,UK,Education
3b16408f-a955-4a5c-9147-d447cf0be53c,2026-05-04,paid_google,free,US,Retail
b8aeeafe-01be-4d16-a4ab-363a5ab0ab4c,2026-05-26,organic,free,FR,Retail
4313adab-dfe7-437e-af9c-dc5502d072f3,2025-10-07,paid_facebook,basic,UK,Healthcare
ff82c353-4d34-41a3-8416-a84f801bd251,2026-02-22,paid_facebook,free,US,Retail
2f9d8c44-98cd-4f2c-a428-2319561b1cd2,2025-10-29,paid_google,free,UK,Healthcare
3a74d708-e2ca-4e0c-be30-5cc3da028b5f,2026-03-25,organic,free,US,Tech
f315ee1a-2366-4c3a-af80-4121c42abbc4,2025-09-07,referral,free,IN,Retail
b9b0dab4-1718-4c43-8c22-3638eb4bd303,2026-02-18,organic,basic,UK,Tech
6b926a7c-19d9-4424-aa1a-98ca56e66b08,2026-02-07,paid_facebook,free,US,Tech
7b8f5575-d5e5-4c1c-8623-a0f8b6c79520,2025-10-22,organic,free,AU,Education
094ccb84-8283-49fc-b177-5c94f9e07a12,2026-05-12,paid_google,basic,UK,Healthcare
c3cbff34-3367-4436-961d-45d50559b950,2025-09-20,organic,enterprise,US,Tech
aa651c41-35f0-45d4-a6db-9ddaad94bada,2025-07-30,paid_google,basic,US,Healthcare
08785e6c-ac64-465d-992a-06611e9de4e5,2025-06-02,organic,free,AU,Education
ccaef1a1-2937-43f5-b212-ed5cffaac517,2026-03-31,paid_google,free,US,Healthcare
91281b45-dda3-4a62-9887-dc7121b2b82f,2026-02-09,organic,pro,AU,Education
4286d435-99f5-4274-846e-e4ca47799e7a,2025-10-18,direct,free,US,Retail
6ada8e2a-b0e4-4be2-b048-497227796335,2025-07-07,direct,basic,US,Education
e5ad3c17-6105-4e94-b1ed-19a1fc392be7,2025-11-07,paid_facebook,free,IN,Education
de1327ee-68ac-4b34-8e2f-06b4d0074465,2025-06-09,direct,free,CA,Education
2db28122-2db5-4c9d-8b85-a4b64e996912,2026-01-19,organic,basic,US,Finance
487b132d-05b4-4dd0-b844-a571444379e6,2025-09-07,direct,basic,FR,Tech
5ad39ef2-54ef-41aa-b604-2c11d1101e30,2025-10-25,organic,basic,US,Healthcare
44832858-4d51-48e6-af7c-a1e42585b3fd,2026-03-31,paid_google,free,AU,Healthcare
1abd7720-4bc4-403c-8079-9d3e0a6d0008,2025-12-25,organic,free,CA,Finance
1ad29939-6d52-4629-8ad4-eb5249f49dd2,2025-10-09,direct,free,US,Retail
74e016cb-4d96-45ae-bb7f-9223a2661c85,2025-10-30,paid_google,free,UK,Tech
6f39f048-dae4-4e14-be83-f62073fea6cd,2025-07-24,paid_google,free,FR,Tech
70afc0c6-9d09-4bf9-8510-f4dbb0efb5f0,2025-09-28,direct,free,CA,Tech
bf7213f0-e42a-4b25-be40-30f83de75000,2025-11-08,paid_google,free,UK,Tech
fdac733d-59c9-47de-abb8-0a459e975c70,2025-09-24,paid_google,enterprise,US,Finance
b38c9088-c2f0-440c-b003-7890eb386d2f,2025-08-14,organic,basic,IN,Healthcare
5c559e24-a8c3-4932-93da-b193fc062384,2025-09-21,referral,pro,FR,Retail
39cd7c86-38db-4d5f-be94-8a4fc7dbc844,2025-09-12,direct,free,IN,Retail
fd07e925-c396-4641-aaeb-712a63e00589,2026-05-06,direct,enterprise,IN,Retail
23bc3cea-99fe-4360-92bb-1677093bf209,2026-02-09,organic,free,US,Finance
e8388a3c-4f37-46d3-8909-36ce21728ad5,2026-01-13,organic,free,AU,Finance
5a3a910c-6817-4749-b44e-e101aa0d8c17,2025-09-20,organic,basic,US,Education
4c7a0006-c3f9-4fd2-98f2-80050f65b763,2025-09-07,organic,free,IN,Finance
c380a349-b417-4271-825a-41c95e039eb6,2025-10-31,organic,free,US,Tech
2465a5dd-c8c5-4935-b350-20d0a86d814d,2026-05-15,paid_google,free,UK,Healthcare
d01e7c8c-9fd8-40c2-967a-201c884e5d79,2026-05-04,referral,free,CA,Retail
b3615e5f-6a17-4a03-8f06-d24ee5e58b8d,2025-12-11,direct,basic,IN,Finance
