user_id,feature_name,first_used_date,times_used_30d
9348fbe2-e2be-468c-be71-95dd43031d02,api_access,2025-06-28,41
b173d3c1-ae28-4368-aec1-cf4705a03cb8,automations,2026-04-29,27
b173d3c1-ae28-4368-aec1-cf4705a03cb8,dashboard,2026-04-28,12
b173d3c1-ae28-4368-aec1-cf4705a03cb8,integrations,2026-04-27,10
0780b2f4-c670-4743-bd12-61c756b49ba6,automations,2025-11-24,43
0780b2f4-c670-4743-bd12-61c756b49ba6,api_access,2025-11-19,11
0780b2f4-c670-4743-bd12-61c756b49ba6,reports,2025-11-16,13
60372e4e-7b00-4534-a365-f0b9f1ce5aca,dashboard,2026-03-09,49
60372e4e-7b00-4534-a365-f0b9f1ce5aca,integrations,2026-03-05,33
60372e4e-7b00-4534-a365-f0b9f1ce5aca,automations,2026-03-07,22
7c31c442-046a-4113-b179-62afb3f29f24,integrations,2025-09-03,19
7c31c442-046a-4113-b179-62afb3f29f24,reports,2025-08-31,3
7c31c442-046a-4113-b179-62afb3f29f24,dashboard,2025-09-04,22
7c31c442-046a-4113-b179-62afb3f29f24,api_access,2025-08-29,7
32b73a0c-a28d-4fda-87bb-db14fc80f960,integrations,2026-04-21,41
32b73a0c-a28d-4fda-87bb-db14fc80f960,automations,2026-04-18,47
32b73a0c-a28d-4fda-87bb-db14fc80f960,dashboard,2026-04-16,32
cc39edb0-7e3b-4bdc-907a-91103927439d,api_access,2025-06-19,44
cc39edb0-7e3b-4bdc-907a-91103927439d,automations,2025-06-22,14
cc39edb0-7e3b-4bdc-907a-91103927439d,integrations,2025-06-15,28
a323b92f-3a39-4bb3-b126-17920e8d3e45,reports,2026-02-01,16
a323b92f-3a39-4bb3-b126-17920e8d3e45,automations,2026-02-07,24
f627e3ce-abb8-4da4-9041-d059da31cec5,api_access,2025-07-30,38
f627e3ce-abb8-4da4-9041-d059da31cec5,dashboard,2025-07-30,16
f627e3ce-abb8-4da4-9041-d059da31cec5,reports,2025-07-27,31
f627e3ce-abb8-4da4-9041-d059da31cec5,automations,2025-07-25,26
c4d23623-f23a-4989-b0b9-cd30508e8349,reports,2026-05-12,22
d277c8ed-907d-4275-9f26-c6847add1a6b,reports,2025-09-05,27
d277c8ed-907d-4275-9f26-c6847add1a6b,integrations,2025-09-08,4
d277c8ed-907d-4275-9f26-c6847add1a6b,api_access,2025-09-04,16
d277c8ed-907d-4275-9f26-c6847add1a6b,automations,2025-09-05,28
d277c8ed-907d-4275-9f26-c6847add1a6b,dashboard,2025-09-05,42
64874765-f5da-4920-844e-e6120b3c477f,dashboard,2026-02-26,49
602d8aaf-045b-4ff1-9858-ea635cdd0ebf,integrations,2025-07-09,2
602d8aaf-045b-4ff1-9858-ea635cdd0ebf,api_access,2025-07-09,29
602d8aaf-045b-4ff1-9858-ea635cdd0ebf,automations,2025-07-15,18
ece1f033-17d8-4ebb-a0c0-235c1cfbab78,dashboard,2025-12-31,42
ece1f033-17d8-4ebb-a0c0-235c1cfbab78,api_access,2025-12-31,31
ece1f033-17d8-4ebb-a0c0-235c1cfbab78,integrations,2025-12-28,40
ece1f033-17d8-4ebb-a0c0-235c1cfbab78,automations,2025-12-31,21
ece1f033-17d8-4ebb-a0c0-235c1cfbab78,reports,2025-12-25,18
75dbbf07-2bb3-442b-9664-17bcc0390dd1,reports,2025-08-29,20
75dbbf07-2bb3-442b-9664-17bcc0390dd1,automations,2025-08-21,20
75dbbf07-2bb3-442b-9664-17bcc0390dd1,dashboard,2025-08-29,5
e46e123d-600e-4bb0-a652-bb8b6ccbc1fa,dashboard,2025-06-08,30
e46e123d-600e-4bb0-a652-bb8b6ccbc1fa,reports,2025-06-05,26
e46e123d-600e-4bb0-a652-bb8b6ccbc1fa,integrations,2025-06-09,13
d7058a62-0b30-45ce-a60e-fca0459d927c,reports,2025-07-29,11
d7058a62-0b30-45ce-a60e-fca0459d927c,dashboard,2025-07-29,3
d7058a62-0b30-45ce-a60e-fca0459d927c,automations,2025-07-31,30
d7058a62-0b30-45ce-a60e-fca0459d927c,integrations,2025-07-27,49
5284b27e-2345-4100-86ca-73262cb0d278,dashboard,2025-09-15,10
5284b27e-2345-4100-86ca-73262cb0d278,api_access,2025-09-18,36
5284b27e-2345-4100-86ca-73262cb0d278,integrations,2025-09-24,34
5284b27e-2345-4100-86ca-73262cb0d278,automations,2025-09-21,1
5284b27e-2345-4100-86ca-73262cb0d278,reports,2025-09-17,44
3b582437-bbe8-4880-b2fd-b18f2f34bafc,integrations,2026-02-21,31
3b582437-bbe8-4880-b2fd-b18f2f34bafc,api_access,2026-02-18,35
a9c0c49c-77d8-4ec7-bfd7-71d50ceb1aae,reports,2025-12-11,16
a9c0c49c-77d8-4ec7-bfd7-71d50ceb1aae,integrations,2025-12-13,24
a9c0c49c-77d8-4ec7-bfd7-71d50ceb1aae,dashboard,2025-12-16,14
a9c0c49c-77d8-4ec7-bfd7-71d50ceb1aae,automations,2025-12-11,20
a9c0c49c-77d8-4ec7-bfd7-71d50ceb1aae,api_access,2025-12-15,30
71cf5c92-11a1-45e3-a110-6956f844f924,integrations,2025-07-22,49
71cf5c92-11a1-45e3-a110-6956f844f924,automations,2025-07-20,47
71cf5c92-11a1-45e3-a110-6956f844f924,reports,2025-07-21,35
b9a559f4-5962-4b12-bbc7-72807d1b9763,reports,2025-11-19,32
b9a559f4-5962-4b12-bbc7-72807d1b9763,automations,2025-11-10,49
b9a559f4-5962-4b12-bbc7-72807d1b9763,dashboard,2025-11-11,1
b9a559f4-5962-4b12-bbc7-72807d1b9763,integrations,2025-11-15,17
b9a559f4-5962-4b12-bbc7-72807d1b9763,api_access,2025-11-14,44
b88c4cc0-6a9c-4b30-a679-bb62d6c9cbd3,automations,2025-12-29,8
b88c4cc0-6a9c-4b30-a679-bb62d6c9cbd3,api_access,2025-12-24,18
b88c4cc0-6a9c-4b30-a679-bb62d6c9cbd3,reports,2025-12-24,24
e14024e7-2c52-41fc-a1a3-e87d61c73722,dashboard,2026-03-02,37
e14024e7-2c52-41fc-a1a3-e87d61c73722,reports,2026-03-04,47
04f2dc20-8b18-4db4-9bc4-4b37088970b1,integrations,2026-05-26,35
9a62e8bf-8a79-48d3-a77b-5d14b75c68ce,reports,2026-04-10,5
af28674e-17f8-4067-9efd-4c3cef7a8c56,reports,2026-03-01,16
af28674e-17f8-4067-9efd-4c3cef7a8c56,automations,2026-03-07,25
af28674e-17f8-4067-9efd-4c3cef7a8c56,dashboard,2026-02-27,31
af28674e-17f8-4067-9efd-4c3cef7a8c56,integrations,2026-03-08,5
af28674e-17f8-4067-9efd-4c3cef7a8c56,api_access,2026-03-01,28
8212b594-c77d-4778-8922-c64d8732d6f9,automations,2026-01-05,9
8212b594-c77d-4778-8922-c64d8732d6f9,dashboard,2026-01-04,42
8212b594-c77d-4778-8922-c64d8732d6f9,reports,2026-01-06,29
8212b594-c77d-4778-8922-c64d8732d6f9,integrations,2026-01-05,34
5d3b10ac-6783-4c32-953d-3ab8ca440cb5,reports,2026-02-13,47
5d3b10ac-6783-4c32-953d-3ab8ca440cb5,integrations,2026-02-17,31
5d3b10ac-6783-4c32-953d-3ab8ca440cb5,dashboard,2026-02-11,9
5d3b10ac-6783-4c32-953d-3ab8ca440cb5,automations,2026-02-14,32
5d3b10ac-6783-4c32-953d-3ab8ca440cb5,api_access,2026-02-13,44
eb068e6c-5def-4c25-b16b-126242e6d64d,automations,2025-12-11,46
72a60d8b-2e7e-4aab-8a1b-369e5627d9f9,reports,2026-03-26,38
72a60d8b-2e7e-4aab-8a1b-369e5627d9f9,integrations,2026-04-02,35
72a60d8b-2e7e-4aab-8a1b-369e5627d9f9,automations,2026-03-28,41
72a60d8b-2e7e-4aab-8a1b-369e5627d9f9,dashboard,2026-03-29,45
72a60d8b-2e7e-4aab-8a1b-369e5627d9f9,api_access,2026-03-25,19
a604c4ba-19fa-494a-9218-5a116c405538,reports,2026-01-07,28
a604c4ba-19fa-494a-9218-5a116c405538,integrations,2026-01-04,37
a604c4ba-19fa-494a-9218-5a116c405538,dashboard,2026-01-01,14
a604c4ba-19fa-494a-9218-5a116c405538,automations,2026-01-01,31
4b2d85d7-f9fa-4540-b287-d80499065d2d,reports,2026-02-01,47
4b2d85d7-f9fa-4540-b287-d80499065d2d,api_access,2026-01-24,50
4b2d85d7-f9fa-4540-b287-d80499065d2d,automations,2026-01-24,26
4b2d85d7-f9fa-4540-b287-d80499065d2d,integrations,2026-02-02,50
4b2d85d7-f9fa-4540-b287-d80499065d2d,dashboard,2026-01-31,31
a9313b24-b464-46cd-b8af-036e5855b4b1,dashboard,2026-05-07,37
a9313b24-b464-46cd-b8af-036e5855b4b1,integrations,2026-05-13,13
2bd84f41-ed34-4eb8-9eef-083d9f6d0889,integrations,2025-07-25,24
2bd84f41-ed34-4eb8-9eef-083d9f6d0889,automations,2025-07-29,28
2bd84f41-ed34-4eb8-9eef-083d9f6d0889,reports,2025-07-29,3
3f992143-0e35-423b-8819-5ade3b4350d0,dashboard,2026-03-16,44
3f992143-0e35-423b-8819-5ade3b4350d0,reports,2026-03-14,5
3f992143-0e35-423b-8819-5ade3b4350d0,api_access,2026-03-15,39
e314db57-244e-451c-a86b-02d8f9127b26,integrations,2026-02-09,2
e314db57-244e-451c-a86b-02d8f9127b26,automations,2026-02-10,23
96613191-86a7-44a0-9e8b-7cb022a9793a,dashboard,2025-12-09,38
96613191-86a7-44a0-9e8b-7cb022a9793a,reports,2025-12-11,32
96613191-86a7-44a0-9e8b-7cb022a9793a,automations,2025-12-12,45
96613191-86a7-44a0-9e8b-7cb022a9793a,integrations,2025-12-12,46
96613191-86a7-44a0-9e8b-7cb022a9793a,api_access,2025-12-15,48
d9f336cc-b39c-41b7-b4ef-6a6ee2020fb5,automations,2025-07-18,50
d9f336cc-b39c-41b7-b4ef-6a6ee2020fb5,api_access,2025-07-19,9
d9f336cc-b39c-41b7-b4ef-6a6ee2020fb5,integrations,2025-07-20,48
d9f336cc-b39c-41b7-b4ef-6a6ee2020fb5,dashboard,2025-07-12,30
fb79cd65-2ab4-46b0-8b69-1a70c1f090fe,reports,2025-11-12,38
fb79cd65-2ab4-46b0-8b69-1a70c1f090fe,integrations,2025-11-05,6
53386435-f49a-4f98-b1f8-a774dd116ff2,reports,2025-06-25,4
53386435-f49a-4f98-b1f8-a774dd116ff2,api_access,2025-06-25,25
53386435-f49a-4f98-b1f8-a774dd116ff2,integrations,2025-06-16,32
53386435-f49a-4f98-b1f8-a774dd116ff2,dashboard,2025-06-23,16
53386435-f49a-4f98-b1f8-a774dd116ff2,automations,2025-06-23,31
550e27e6-f341-4a5f-bae6-37055674743d,automations,2026-05-13,45
63ce5e1e-8f91-4f04-8f88-0205e9052685,api_access,2026-05-01,26
63ce5e1e-8f91-4f04-8f88-0205e9052685,automations,2026-04-24,26
63ce5e1e-8f91-4f04-8f88-0205e9052685,dashboard,2026-04-30,9
63ce5e1e-8f91-4f04-8f88-0205e9052685,integrations,2026-04-25,21
0a4d7d93-1140-4937-82cb-c655aa312757,integrations,2025-06-10,46
0a4d7d93-1140-4937-82cb-c655aa312757,dashboard,2025-06-10,32
08dd5ba8-d63d-40d0-bea6-091688918d57,integrations,2026-05-12,15
08dd5ba8-d63d-40d0-bea6-091688918d57,api_access,2026-05-18,6
08dd5ba8-d63d-40d0-bea6-091688918d57,dashboard,2026-05-14,37
5d1a40a2-ae97-4285-bb60-8f8280bd0c8a,integrations,2025-10-15,12
5d1a40a2-ae97-4285-bb60-8f8280bd0c8a,automations,2025-10-14,45
5d1a40a2-ae97-4285-bb60-8f8280bd0c8a,reports,2025-10-11,13
5d1a40a2-ae97-4285-bb60-8f8280bd0c8a,api_access,2025-10-15,7
90e74277-0ed9-4f44-bb37-7f052d8dbf1a,dashboard,2025-10-24,24
90e74277-0ed9-4f44-bb37-7f052d8dbf1a,integrations,2025-10-16,20
90e74277-0ed9-4f44-bb37-7f052d8dbf1a,api_access,2025-10-19,12
8c044f2c-dffe-40b6-b9a4-44e43e8552f6,dashboard,2025-08-28,7
8c044f2c-dffe-40b6-b9a4-44e43e8552f6,reports,2025-08-21,45
8c044f2c-dffe-40b6-b9a4-44e43e8552f6,api_access,2025-08-28,6
1009f2d6-e0d8-44b7-8555-4bb86ccb342b,automations,2026-03-21,4
1009f2d6-e0d8-44b7-8555-4bb86ccb342b,integrations,2026-03-24,48
cbbd42e8-8954-45ee-8d8f-411a283c875e,api_access,2026-02-17,46
cbbd42e8-8954-45ee-8d8f-411a283c875e,automations,2026-02-22,39
20d87c25-ca0b-4f54-b7e8-864222aa01c0,api_access,2025-07-13,40
20d87c25-ca0b-4f54-b7e8-864222aa01c0,reports,2025-07-17,21
20d87c25-ca0b-4f54-b7e8-864222aa01c0,dashboard,2025-07-17,5
20d87c25-ca0b-4f54-b7e8-864222aa01c0,automations,2025-07-21,48
965464a8-e318-4e1c-923c-333cea218e68,api_access,2025-07-02,30
965464a8-e318-4e1c-923c-333cea218e68,reports,2025-07-03,15
01c4328e-55ad-4e34-ba93-90fce96fe1af,reports,2025-10-18,25
01c4328e-55ad-4e34-ba93-90fce96fe1af,api_access,2025-10-19,17
01c4328e-55ad-4e34-ba93-90fce96fe1af,automations,2025-10-19,25
01c4328e-55ad-4e34-ba93-90fce96fe1af,integrations,2025-10-14,47
f8934391-392e-4da5-9d90-ea875c9503c8,api_access,2025-12-26,22
f8934391-392e-4da5-9d90-ea875c9503c8,automations,2025-12-22,33
2545ade0-efe9-4232-baa3-f00b11d5940e,api_access,2026-04-29,16
2545ade0-efe9-4232-baa3-f00b11d5940e,integrations,2026-05-02,30
8e1fd421-2802-447a-8eab-cbfbe1e71d68,dashboard,2026-02-25,4
8e1fd421-2802-447a-8eab-cbfbe1e71d68,api_access,2026-02-27,48
8e1fd421-2802-447a-8eab-cbfbe1e71d68,automations,2026-02-24,32
8e1fd421-2802-447a-8eab-cbfbe1e71d68,integrations,2026-03-02,18
8e1fd421-2802-447a-8eab-cbfbe1e71d68,reports,2026-02-27,3
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,integrations,2025-07-05,2
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,api_access,2025-07-11,24
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,reports,2025-07-04,24
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,automations,2025-07-08,37
8c8144b7-95c0-4ce6-b625-6cbb5832f05a,dashboard,2025-07-12,47
84db5970-63b8-4535-b6f8-d43874160290,automations,2025-07-26,29
84db5970-63b8-4535-b6f8-d43874160290,integrations,2025-07-27,2
84db5970-63b8-4535-b6f8-d43874160290,reports,2025-07-21,15
84db5970-63b8-4535-b6f8-d43874160290,api_access,2025-07-25,21
dea0c2cb-1d49-45de-b12c-ab633cd304d4,integrations,2025-08-07,35
dea0c2cb-1d49-45de-b12c-ab633cd304d4,api_access,2025-08-08,37
dea0c2cb-1d49-45de-b12c-ab633cd304d4,dashboard,2025-08-03,50
dea0c2cb-1d49-45de-b12c-ab633cd304d4,reports,2025-08-10,30
dea0c2cb-1d49-45de-b12c-ab633cd304d4,automations,2025-08-07,44
fc773dc9-6145-4511-a2b3-ca256680436b,dashboard,2026-01-06,18
fc773dc9-6145-4511-a2b3-ca256680436b,api_access,2026-01-12,7
ae5e095a-4be8-43a5-bd73-d2a44c14d5fe,automations,2026-03-25,25
ae5e095a-4be8-43a5-bd73-d2a44c14d5fe,dashboard,2026-03-21,13
80a96d2e-428b-4b3a-8a57-dbad773caa47,automations,2025-09-11,22
80a96d2e-428b-4b3a-8a57-dbad773caa47,integrations,2025-09-13,4
80a96d2e-428b-4b3a-8a57-dbad773caa47,reports,2025-09-10,20
80a96d2e-428b-4b3a-8a57-dbad773caa47,dashboard,2025-09-17,6
100f124c-8e6b-4773-9578-0632dfe81e28,api_access,2025-11-25,22
100f124c-8e6b-4773-9578-0632dfe81e28,dashboard,2025-11-24,28
100f124c-8e6b-4773-9578-0632dfe81e28,reports,2025-11-21,12
1bdb681a-1390-42ca-9687-2747a3cfbb33,dashboard,2026-05-30,25
51fc9107-1573-4ac9-a9fc-3dca8d161c95,api_access,2026-01-09,33
51fc9107-1573-4ac9-a9fc-3dca8d161c95,reports,2026-01-08,26
5c97d387-9934-4068-86a3-437dfd92ad9b,automations,2025-07-14,31
5c97d387-9934-4068-86a3-437dfd92ad9b,reports,2025-07-06,27
a69474d7-6399-493b-bbcc-a25a4a5189dd,integrations,2026-01-21,15
a69474d7-6399-493b-bbcc-a25a4a5189dd,reports,2026-01-16,38
faf24a8b-09dc-4bb9-9c58-468340f2301a,api_access,2025-09-10,15
faf24a8b-09dc-4bb9-9c58-468340f2301a,integrations,2025-09-18,11
faf24a8b-09dc-4bb9-9c58-468340f2301a,reports,2025-09-18,26
faf24a8b-09dc-4bb9-9c58-468340f2301a,automations,2025-09-19,25
faf24a8b-09dc-4bb9-9c58-468340f2301a,dashboard,2025-09-11,35
e0fd9d23-ee5b-4b98-87ca-64781015b796,api_access,2025-10-14,19
c9c900e1-fb1b-4044-959f-d6cfb355bc2b,automations,2026-02-22,34
5c099a9f-6414-42bb-9868-ddf0db74cc99,reports,2026-02-17,24
5c099a9f-6414-42bb-9868-ddf0db74cc99,api_access,2026-02-13,11
5c099a9f-6414-42bb-9868-ddf0db74cc99,automations,2026-02-14,27
13ff484a-5b96-4978-a4fc-aea59cc2e597,automations,2026-03-20,15
b4072793-9e71-4286-85e1-28dc86af3cb6,integrations,2026-05-20,13
b4072793-9e71-4286-85e1-28dc86af3cb6,reports,2026-05-22,15
74b6d6e2-efbd-4873-87dc-2200640c826b,automations,2025-07-16,4
74b6d6e2-efbd-4873-87dc-2200640c826b,api_access,2025-07-19,35
52765598-14d0-4dda-8bd6-6ec70ce54c65,reports,2025-08-04,16
52765598-14d0-4dda-8bd6-6ec70ce54c65,dashboard,2025-08-11,12
52765598-14d0-4dda-8bd6-6ec70ce54c65,api_access,2025-08-11,43
52765598-14d0-4dda-8bd6-6ec70ce54c65,integrations,2025-08-07,37
0b5c027d-845c-4099-978d-f22ba13d71a6,dashboard,2026-05-22,15
0b5c027d-845c-4099-978d-f22ba13d71a6,automations,2026-05-21,22
0b5c027d-845c-4099-978d-f22ba13d71a6,api_access,2026-05-26,20
0b5c027d-845c-4099-978d-f22ba13d71a6,integrations,2026-05-19,22
0b5c027d-845c-4099-978d-f22ba13d71a6,reports,2026-05-27,10
02564eb5-bea5-45fe-8cb9-b9417414ba2a,reports,2026-01-31,8
02564eb5-bea5-45fe-8cb9-b9417414ba2a,dashboard,2026-01-28,26
9cfd4bb6-17c2-4834-9053-f197482adce5,reports,2025-09-05,8
b41ded38-5cc6-42e0-96f1-938ad1bed70c,reports,2026-01-11,45
b41ded38-5cc6-42e0-96f1-938ad1bed70c,dashboard,2026-01-10,41
b41ded38-5cc6-42e0-96f1-938ad1bed70c,api_access,2026-01-16,20
b41ded38-5cc6-42e0-96f1-938ad1bed70c,integrations,2026-01-10,45
b41ded38-5cc6-42e0-96f1-938ad1bed70c,automations,2026-01-09,18
eedf857f-3cdf-46ac-a329-5a0ae438e230,automations,2026-01-22,12
eedb5b4b-729b-4d86-adc1-9f7665878aad,dashboard,2026-01-27,46
eedb5b4b-729b-4d86-adc1-9f7665878aad,automations,2026-01-31,45
df7da09f-c771-42b4-a13d-b09a16c1eac0,api_access,2025-10-28,47
df7da09f-c771-42b4-a13d-b09a16c1eac0,reports,2025-10-27,32
df7da09f-c771-42b4-a13d-b09a16c1eac0,dashboard,2025-10-30,45
df7da09f-c771-42b4-a13d-b09a16c1eac0,integrations,2025-10-31,50
53b65d94-10d0-4b3d-acf5-b924f2f07605,integrations,2025-11-26,28
d8951d9e-dc95-47e8-adcb-98cebafd60d9,dashboard,2025-06-30,41
d8951d9e-dc95-47e8-adcb-98cebafd60d9,reports,2025-07-05,42
ae94dd4e-a139-486b-81eb-75c1a22d9118,integrations,2025-07-08,44
